# E_nu,Te,sigma_e,sigma_x
1.534482758620689680e+01,9.750000000000000000e+00,4.610816304492010903e-45,6.986108901366782085e-46
1.586206896551724199e+01,9.750000000000000000e+00,4.624717370013408665e-45,7.052982646382854933e-46
1.637931034482758719e+01,9.750000000000000000e+00,4.635704325006472782e-45,7.116285858997093148e-46
1.689655172413793238e+01,9.750000000000000000e+00,4.645118790036259422e-45,7.177568956691625840e-46
1.741379310344827758e+01,9.750000000000000000e+00,4.653653117110331540e-45,7.237529904455529298e-46
1.793103448275861922e+01,9.750000000000000000e+00,4.661647273620504120e-45,7.296424419976013418e-46
1.844827586206896797e+01,9.750000000000000000e+00,4.669264139960902558e-45,7.354310200451360821e-46
1.896551724137930961e+01,9.750000000000000000e+00,4.676585623983890073e-45,7.411167316795833315e-46
1.948275862068965836e+01,9.750000000000000000e+00,4.683652750391778940e-45,7.466951111145298315e-46
2.000000000000000000e+01,9.750000000000000000e+00,4.690483590919629358e-45,7.521610554365653260e-46
5.000000000000000000e+00,1.025000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.517241379310345195e+00,1.025000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.034482758620689502e+00,1.025000000000000000e+01,1.448689258485472555e-49,2.175629938779124735e-50
6.551724137931034697e+00,1.025000000000000000e+01,1.523479122756658097e-48,2.272354257291458511e-49
7.068965517241379004e+00,1.025000000000000000e+01,9.753083671328768368e-48,1.446343060908297667e-48
7.586206896551724199e+00,1.025000000000000000e+01,4.228009139587524289e-47,6.239379179890281950e-48
8.103448275862069394e+00,1.025000000000000000e+01,1.343835008612685693e-46,1.974986292110695668e-47
8.620689655172414589e+00,1.025000000000000000e+01,3.328266078970503359e-46,4.874777399220352111e-47
9.137931034482758008e+00,1.025000000000000000e+01,6.737477538257632468e-46,9.841105770429470385e-47
9.655172413793103203e+00,1.025000000000000000e+01,1.158318885266579029e-45,1.688397555706112495e-46
1.017241379310344840e+01,1.025000000000000000e+01,1.745204915693423833e-45,2.540351867510751908e-46
1.068965517241379359e+01,1.025000000000000000e+01,2.365516860099139041e-45,3.441080684544662548e-46
1.120689655172413879e+01,1.025000000000000000e+01,2.949012714260857579e-45,4.290537897922657812e-46
1.172413793103448398e+01,1.025000000000000000e+01,3.445542818683784249e-45,5.017961867659977078e-46
1.224137931034482918e+01,1.025000000000000000e+01,3.833176210233156094e-45,5.593024171516611924e-46
1.275862068965517260e+01,1.025000000000000000e+01,4.114296870660811936e-45,6.019852078395839106e-46
1.327586206896551779e+01,1.025000000000000000e+01,4.305959663074116827e-45,6.323070730119020799e-46
1.379310344827586299e+01,1.025000000000000000e+01,4.430361634130819308e-45,6.534215793402487676e-46
1.431034482758620818e+01,1.025000000000000000e+01,4.508400348175735362e-45,6.682665819433125910e-46
1.482758620689655160e+01,1.025000000000000000e+01,4.556669491723702020e-45,6.791503162008614425e-46
1.534482758620689680e+01,1.025000000000000000e+01,4.586917231404001188e-45,6.876860068966338204e-46
1.586206896551724199e+01,1.025000000000000000e+01,4.606771923968254043e-45,6.949028326935270903e-46
1.637931034482758719e+01,1.025000000000000000e+01,4.620853528617455441e-45,7.014081607659927038e-46
1.689655172413793238e+01,1.025000000000000000e+01,4.631806071296058175e-45,7.075358648588150493e-46
1.741379310344827758e+01,1.025000000000000000e+01,4.641067692318764717e-45,7.134556376250042767e-46
1.793103448275861922e+01,1.025000000000000000e+01,4.649390499916029789e-45,7.192466146077725639e-46
1.844827586206896797e+01,1.025000000000000000e+01,4.657157800599566500e-45,7.249408008784356606e-46
1.896551724137930961e+01,1.025000000000000000e+01,4.664551840721858866e-45,7.305462115189231498e-46
1.948275862068965836e+01,1.025000000000000000e+01,4.671660284125411755e-45,7.360617661350860770e-46
2.000000000000000000e+01,1.025000000000000000e+01,4.678528624642693183e-45,7.414831122587857435e-46
5.000000000000000000e+00,1.075000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.517241379310345195e+00,1.075000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.034482758620689502e+00,1.075000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.551724137931034697e+00,1.075000000000000000e+01,3.025618826595968644e-49,4.512493498007152289e-50
7.068965517241379004e+00,1.075000000000000000e+01,2.540564694766855799e-48,3.766967981578157139e-49
7.586206896551724199e+00,1.075000000000000000e+01,1.386918626474192473e-47,2.046194921914948442e-48
8.103448275862069394e+00,1.075000000000000000e+01,5.368883977357619938e-47,7.887434955463467753e-48
8.620689655172414589e+00,1.075000000000000000e+01,1.574758548704454034e-46,2.305192121791174573e-47
9.137931034482758008e+00,1.075000000000000000e+01,3.685712255447083757e-46,5.379234502127294064e-47
9.655172413793103203e+00,1.075000000000000000e+01,7.173776093509026881e-46,1.044500907929919223e-46
1.017241379310344840e+01,1.075000000000000000e+01,1.200910200991063807e-45,1.745389231002896696e-46
1.068965517241379359e+01,1.075000000000000000e+01,1.778070363410932828e-45,2.581206242169179383e-46
1.120689655172413879e+01,1.075000000000000000e+01,2.384023747375331623e-45,3.459135253459886259e-46
1.172413793103448398e+01,1.075000000000000000e+01,2.953556120585349516e-45,4.286477362231568740e-46
1.224137931034482918e+01,1.075000000000000000e+01,3.439955537069596547e-45,4.997404656641223649e-46
1.275862068965517260e+01,1.075000000000000000e+01,3.822284040482534996e-45,5.562945433097245926e-46
1.327586206896551779e+01,1.075000000000000000e+01,4.102083097630700172e-45,5.985947006477446330e-46
1.379310344827586299e+01,1.075000000000000000e+01,4.294833654294549671e-45,6.288737115170314707e-46
1.431034482758620818e+01,1.075000000000000000e+01,4.421281277152165142e-45,6.500765749910468320e-46
1.482758620689655160e+01,1.075000000000000000e+01,4.501368126932927620e-45,6.650061938081742015e-46
1.534482758620689680e+01,1.075000000000000000e+01,4.551236027837490247e-45,6.759091395401110472e-46
1.586206896551724199e+01,1.075000000000000000e+01,4.582529587468192022e-45,6.843869953065509559e-46
1.637931034482758719e+01,1.075000000000000000e+01,4.602952021394759628e-45,6.914824643512380904e-46
1.689655172413793238e+01,1.075000000000000000e+01,4.617256282030303667e-45,6.978240519981191363e-46
1.741379310344827758e+01,1.075000000000000000e+01,4.628210185963499143e-45,7.037649108343672283e-46
1.793103448275861922e+01,1.075000000000000000e+01,4.637348562870102675e-45,7.094896629390741319e-46
1.844827586206896797e+01,1.075000000000000000e+01,4.645484813032729847e-45,7.150864783303753844e-46
1.896551724137930961e+01,1.075000000000000000e+01,4.653037784942219255e-45,7.205931192188585645e-46
1.948275862068965836e+01,1.075000000000000000e+01,4.660218353493085116e-45,7.260219284558295209e-46
2.000000000000000000e+01,1.075000000000000000e+01,4.667122589194375707e-45,7.313721749540408659e-46
5.000000000000000000e+00,1.125000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.517241379310345195e+00,1.125000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.034482758620689502e+00,1.125000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.551724137931034697e+00,1.125000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.068965517241379004e+00,1.125000000000000000e+01,5.680719971706342969e-49,8.422106819966638636e-50
7.586206896551724199e+00,1.125000000000000000e+01,3.957103029365215302e-48,5.837126959144162402e-49
8.103448275862069394e+00,1.125000000000000000e+01,1.888304144276791632e-47,2.773376864699346800e-48
8.620689655172414589e+00,1.125000000000000000e+01,6.633834035949461321e-47,9.707066642152890460e-48
9.137931034482758008e+00,1.125000000000000000e+01,1.814669792209024905e-46,2.646994151468988904e-47
9.655172413793103203e+00,1.125000000000000000e+01,4.041208263560693699e-46,5.879356762089205131e-47
1.017241379310344840e+01,1.125000000000000000e+01,7.595899944345700163e-46,1.102778535914864678e-46
1.068965517241379359e+01,1.125000000000000000e+01,1.241503332157102884e-45,1.799616924975433569e-46
1.120689655172413879e+01,1.125000000000000000e+01,1.809259572678331191e-45,2.620006199713812362e-46
1.172413793103448398e+01,1.125000000000000000e+01,2.401737126741374193e-45,3.476659861943996115e-46
1.224137931034482918e+01,1.125000000000000000e+01,2.958199991804110258e-45,4.283401958849109678e-46
1.275862068965517260e+01,1.125000000000000000e+01,3.435014327809200025e-45,4.978814449753257241e-46
1.327586206896551779e+01,1.125000000000000000e+01,3.812180932796010280e-45,5.535213741473265517e-46
1.379310344827586299e+01,1.125000000000000000e+01,4.090538444069451828e-45,5.954380152351092102e-46
1.431034482758620818e+01,1.125000000000000000e+01,4.284169109054473205e-45,6.256603480870645683e-46
1.482758620689655160e+01,1.125000000000000000e+01,4.412484809192115526e-45,6.469419314222277700e-46
1.534482758620689680e+01,1.125000000000000000e+01,4.494516654095962080e-45,6.619569156469702363e-46
1.586206896551724199e+01,1.125000000000000000e+01,4.545949808982696664e-45,6.728891990304716850e-46
1.637931034482758719e+01,1.125000000000000000e+01,4.578301053950306841e-45,6.813249184560664815e-46
1.689655172413793238e+01,1.125000000000000000e+01,4.599324005444270762e-45,6.883165217819553436e-46
1.741379310344827758e+01,1.125000000000000000e+01,4.613888128326440843e-45,6.945112527400604247e-46
1.793103448275861922e+01,1.125000000000000000e+01,4.624878122796690437e-45,7.002804004269500082e-46
1.844827586206896797e+01,1.125000000000000000e+01,4.633919784099727767e-45,7.058226488295469391e-46
1.896551724137930961e+01,1.125000000000000000e+01,4.641892023929711073e-45,7.112362977860139051e-46
1.948275862068965836e+01,1.125000000000000000e+01,4.649249483924529946e-45,7.165641730507601931e-46
2.000000000000000000e+01,1.125000000000000000e+01,4.656224334408549964e-45,7.218221584363619562e-46
5.000000000000000000e+00,1.175000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.517241379310345195e+00,1.175000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.034482758620689502e+00,1.175000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.551724137931034697e+00,1.175000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.068965517241379004e+00,1.175000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.586206896551724199e+00,1.175000000000000000e+01,9.800245655460233940e-49,1.445468031230720824e-49
8.103448275862069394e+00,1.175000000000000000e+01,5.832399770355137311e-48,8.564552062100255022e-49
8.620689655172414589e+00,1.175000000000000000e+01,2.480736848043692859e-47,3.628984128127861740e-48
9.137931034482758008e+00,1.175000000000000000e+01,8.012431545584070343e-47,1.168281938067275485e-47
9.655172413793103203e+00,1.175000000000000000e+01,2.061769116223810897e-46,2.997890142804269349e-47
1.017241379310344840e+01,1.175000000000000000e+01,4.393610532329400185e-46,6.373731263871644572e-47
1.068965517241379359e+01,1.175000000000000000e+01,8.004303640070732680e-46,1.159032668319604018e-46
1.120689655172413879e+01,1.175000000000000000e+01,1.280260775179125953e-45,1.851318093198424125e-46
1.172413793103448398e+01,1.175000000000000000e+01,1.838932664656242542e-45,2.656951249454309913e-46
1.224137931034482918e+01,1.175000000000000000e+01,2.418729662496403028e-45,3.493690886055912113e-46
1.275862068965517260e+01,1.175000000000000000e+01,2.962924339222723268e-45,4.281182675992913277e-46
1.327586206896551779e+01,1.175000000000000000e+01,3.430651647098560811e-45,4.961968754719875246e-46
1.379310344827586299e+01,1.175000000000000000e+01,3.802798536793747824e-45,5.509585430500803864e-46
1.431034482758620818e+01,1.175000000000000000e+01,4.079616576572219718e-45,5.924921988472774201e-46
1.482758620689655160e+01,1.175000000000000000e+01,4.273941746516375120e-45,6.226455433929595136e-46
1.534482758620689680e+01,1.175000000000000000e+01,4.403959595657646457e-45,6.439962848582214690e-46
1.586206896551724199e+01,1.175000000000000000e+01,4.487834541884906358e-45,6.590960565513495495e-46
1.637931034482758719e+01,1.175000000000000000e+01,4.540794758848513710e-45,6.700657714129714644e-46
1.689655172413793238e+01,1.175000000000000000e+01,4.574209411715173285e-45,6.784730060737678255e-46
1.741379310344827758e+01,1.175000000000000000e+01,4.595860697454849586e-45,6.853765968887698923e-46
1.793103448275861922e+01,1.175000000000000000e+01,4.610717941106865655e-45,6.914399755788351634e-46
1.844827586206896797e+01,1.175000000000000000e+01,4.621775649852216736e-45,6.970515758078842088e-46
1.896551724137930961e+01,1.175000000000000000e+01,4.630747871040671144e-45,7.024236542030285670e-46
1.948275862068965836e+01,1.175000000000000000e+01,4.638574947443782217e-45,7.076640124367851188e-46
2.000000000000000000e+01,1.175000000000000000e+01,4.645754676941030040e-45,7.128222064671246780e-46
5.000000000000000000e+00,1.225000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.517241379310345195e+00,1.225000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.034482758620689502e+00,1.225000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.551724137931034697e+00,1.225000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.068965517241379004e+00,1.225000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.586206896551724199e+00,1.225000000000000000e+01,2.103424228111981493e-49,3.102163271583696726e-50
8.103448275862069394e+00,1.225000000000000000e+01,1.578941785670427869e-48,2.318292732387214830e-49
8.620689655172414589e+00,1.225000000000000000e+01,8.215671685362213563e-48,1.201609983513098143e-48
9.137931034482758008e+00,1.225000000000000000e+01,3.163650664627157208e-47,4.611578008299410185e-48
9.655172413793103203e+00,1.225000000000000000e+01,9.493930325184116896e-47,1.379901991147002544e-47
1.017241379310344840e+01,1.225000000000000000e+01,2.314484800658720787e-46,3.355714960106388377e-47
1.068965517241379359e+01,1.225000000000000000e+01,4.742049418897218426e-46,6.861311758001660767e-47
1.120689655172413879e+01,1.225000000000000000e+01,8.399498340513014272e-46,1.213355883462410344e-46
1.172413793103448398e+01,1.225000000000000000e+01,1.317327843330338689e-45,1.900703002052100760e-46
1.224137931034482918e+01,1.225000000000000000e+01,1.867228605571585092e-45,2.692213810411165611e-46
1.275862068965517260e+01,1.225000000000000000e+01,2.435064484064509446e-45,3.510260961045005632e-46
1.327586206896551779e+01,1.225000000000000000e+01,2.967712579890780967e-45,4.279710838018383185e-46
1.379310344827586299e+01,1.225000000000000000e+01,3.426808923829818054e-45,4.946677276816890110e-46
1.431034482758620818e+01,1.225000000000000000e+01,3.794076247684178387e-45,5.485850016252111144e-46
1.482758620689655160e+01,1.225000000000000000e+01,4.069275418319883426e-45,5.897373407728485135e-46
1.534482758620689680e+01,1.225000000000000000e+01,4.264129162107082464e-45,6.198107666417502147e-46
1.586206896551724199e+01,1.225000000000000000e+01,4.395694447278699118e-45,6.412213142555877781e-46
1.637931034482758719e+01,1.225000000000000000e+01,4.481312656964289658e-45,6.564042578511217981e-46
1.689655172413793238e+01,1.225000000000000000e+01,4.535758087507292698e-45,6.674177520574513932e-46
1.741379310344827758e+01,1.225000000000000000e+01,4.570236353859758533e-45,6.758082944928518654e-46
1.793103448275861922e+01,1.225000000000000000e+01,4.592539050164496601e-45,6.826381597419185284e-46
1.844827586206896797e+01,1.225000000000000000e+01,4.607720131886294612e-45,6.885846128462505655e-46
1.896551724137930961e+01,1.225000000000000000e+01,4.618873975382655485e-45,6.940517829020366777e-46
1.948275862068965836e+01,1.225000000000000000e+01,4.627802208566314353e-45,6.992654708175045192e-46
2.000000000000000000e+01,1.225000000000000000e+01,4.635504898782953519e-45,7.043424766919373513e-46
5.000000000000000000e+00,1.275000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.517241379310345195e+00,1.275000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.034482758620689502e+00,1.275000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.551724137931034697e+00,1.275000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.068965517241379004e+00,1.275000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.586206896551724199e+00,1.275000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.103448275862069394e+00,1.275000000000000000e+01,3.740681894114003431e-49,5.491799967895201934e-50
8.620689655172414589e+00,1.275000000000000000e+01,2.405131551481524225e-48,3.517223158144307965e-49
9.137931034482758008e+00,1.275000000000000000e+01,1.114526918990131256e-47,1.624292141514371722e-48
9.655172413793103203e+00,1.275000000000000000e+01,3.935026089805696141e-47,5.717748423930927259e-48
1.017241379310344840e+01,1.275000000000000000e+01,1.106767630104522956e-46,1.604031664542104418e-47
1.068965517241379359e+01,1.275000000000000000e+01,2.571455067810139243e-46,3.718608786135228181e-47
1.120689655172413879e+01,1.275000000000000000e+01,5.085873209141853696e-46,7.341339971758982156e-47
1.172413793103448398e+01,1.275000000000000000e+01,8.782024283509264288e-46,1.265841112421756014e-46
1.224137931034482918e+01,1.275000000000000000e+01,1.352834725025942700e-45,1.947958422601312398e-46
1.275862068965517260e+01,1.275000000000000000e+01,1.894268687319148958e-45,2.725943817717057817e-46
1.327586206896551779e+01,1.275000000000000000e+01,2.450796766241097824e-45,3.526399475398398949e-46
1.379310344827586299e+01,1.275000000000000000e+01,2.972550880707925556e-45,4.278894295419898894e-46
1.431034482758620818e+01,1.275000000000000000e+01,3.423435102476088742e-45,4.932776267996556571e-46
1.482758620689655160e+01,1.275000000000000000e+01,3.785960116437129512e-45,5.463824641524988564e-46
1.534482758620689680e+01,1.275000000000000000e+01,4.059476641145096336e-45,5.871560670722715109e-46
1.586206896551724199e+01,1.275000000000000000e+01,4.254710565334036200e-45,6.171398950702699080e-46
1.637931034482758719e+01,1.275000000000000000e+01,4.387679265310742583e-45,6.386012001877842773e-46
1.689655172413793238e+01,1.275000000000000000e+01,4.474943579503282411e-45,6.538649046044767568e-46
1.741379310344827758e+01,1.275000000000000000e+01,4.530829674455577937e-45,6.649270433844435522e-46
1.793103448275861922e+01,1.275000000000000000e+01,4.566366897128246955e-45,6.733110128290652351e-46
1.844827586206896797e+01,1.275000000000000000e+01,4.589339454418202641e-45,6.800799479830767868e-46
1.896551724137930961e+01,1.275000000000000000e+01,4.604872183211406304e-45,6.859228432567475693e-46
1.948275862068965836e+01,1.275000000000000000e+01,4.616149331786677279e-45,6.912579228186412239e-46
2.000000000000000000e+01,1.275000000000000000e+01,4.625056032049192971e-45,6.963240119528130994e-46
5.000000000000000000e+00,1.325000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.517241379310345195e+00,1.325000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.034482758620689502e+00,1.325000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.551724137931034697e+00,1.325000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.068965517241379004e+00,1.325000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.586206896551724199e+00,1.325000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.103448275862069394e+00,1.325000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.620689655172414589e+00,1.325000000000000000e+01,6.214599184435840759e-49,9.087243811708204529e-50
9.137931034482758008e+00,1.325000000000000000e+01,3.496921976900763169e-48,5.095615888591221864e-49
9.655172413793103203e+00,1.325000000000000000e+01,1.464878293426258218e-47,2.128083395134735719e-48
1.017241379310344840e+01,1.325000000000000000e+01,4.791743593177864536e-47,6.942620631697556766e-48
1.068965517241379359e+01,1.325000000000000000e+01,1.272338192533124370e-46,1.839202962058849951e-47
1.120689655172413879e+01,1.325000000000000000e+01,2.831507256022010349e-46,4.084983155107971134e-47
1.172413793103448398e+01,1.325000000000000000e+01,5.424603255240706877e-46,7.813283425188614263e-47
1.224137931034482918e+01,1.325000000000000000e+01,9.152431873619179276e-46,1.316579670508926786e-46
1.275862068965517260e+01,1.325000000000000000e+01,1.386898303874770343e-45,1.993250777414232908e-46
1.327586206896551779e+01,1.325000000000000000e+01,1.920159333042078942e-45,2.758272402365876401e-46
1.379310344827586299e+01,1.325000000000000000e+01,2.465974998202758622e-45,3.542132987196081501e-46
1.431034482758620818e+01,1.325000000000000000e+01,2.977427646082469744e-45,4.278654437599435139e-46
1.482758620689655160e+01,1.325000000000000000e+01,3.420485464008008468e-45,4.920124031021016123e-46
1.534482758620689680e+01,1.325000000000000000e+01,3.778401943681895703e-45,5.443349615149719415e-46
1.586206896551724199e+01,1.325000000000000000e+01,4.050185239233460708e-45,5.847331355926543762e-46
1.637931034482758719e+01,1.325000000000000000e+01,4.245666582168033257e-45,6.146188161722496710e-46
1.689655172413793238e+01,1.325000000000000000e+01,4.379904781153416549e-45,6.361221944800720255e-46
1.741379310344827758e+01,1.325000000000000000e+01,4.468721163009142545e-45,6.514636505422436185e-46
1.793103448275861922e+01,1.325000000000000000e+01,4.526001526918125922e-45,6.625780537448167649e-46
1.844827586206896797e+01,1.325000000000000000e+01,4.562588906781674802e-45,6.709640871139228727e-46
1.896551724137930961e+01,1.325000000000000000e+01,4.586245382853633556e-45,6.776834859423673694e-46
1.948275862068965836e+01,1.325000000000000000e+01,4.602153521352958889e-45,6.834349846710878294e-46
2.000000000000000000e+01,1.325000000000000000e+01,4.613581687789793349e-45,6.886499690470870480e-46
5.000000000000000000e+00,1.375000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.517241379310345195e+00,1.375000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.034482758620689502e+00,1.375000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.551724137931034697e+00,1.375000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.068965517241379004e+00,1.375000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.586206896551724199e+00,1.375000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.103448275862069394e+00,1.375000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.620689655172414589e+00,1.375000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.137931034482758008e+00,1.375000000000000000e+01,9.757546842347099011e-49,1.421693907930408052e-49
9.655172413793103203e+00,1.375000000000000000e+01,4.889331469272191867e-48,7.101839075944855544e-49
1.017241379310344840e+01,1.375000000000000000e+01,1.874373527905336027e-47,2.715147088115969496e-48
1.068965517241379359e+01,1.375000000000000000e+01,5.729890500728263465e-47,8.280288316276954171e-48
1.120689655172413879e+01,1.375000000000000000e+01,1.445129906979180552e-46,2.084036130145728307e-47
1.172413793103448398e+01,1.375000000000000000e+01,3.093636510213986494e-46,4.453487698026087717e-47
1.224137931034482918e+01,1.375000000000000000e+01,5.757898140619990278e-46,8.276786367263180912e-47
1.275862068965517260e+01,1.375000000000000000e+01,9.511268830389756996e-46,1.365660008428984055e-46
1.327586206896551779e+01,1.375000000000000000e+01,1.419623754799249281e-45,2.036728819375405812e-46
1.379310344827586299e+01,1.375000000000000000e+01,1.944994376765289820e-45,2.789314857191057378e-46
1.431034482758620818e+01,1.375000000000000000e+01,2.480642011513295681e-45,3.557485576654543739e-46
1.482758620689655160e+01,1.375000000000000000e+01,2.982333113984315331e-45,4.278923828565359635e-46
1.534482758620689680e+01,1.375000000000000000e+01,3.417920664138925437e-45,4.908597311101481881e-46
1.586206896551724199e+01,1.375000000000000000e+01,3.771358520562164136e-45,5.424284798938326701e-46
1.637931034482758719e+01,1.375000000000000000e+01,4.041369166263401183e-45,5.824551082824805012e-46
1.689655172413793238e+01,1.375000000000000000e+01,4.236979104340408294e-45,6.122351090154455329e-46
1.741379310344827758e+01,1.375000000000000000e+01,4.372362374135224385e-45,6.337722768400687907e-46
1.793103448275861922e+01,1.375000000000000000e+01,4.462640190321526539e-45,6.491880343327374650e-46
1.844827586206896797e+01,1.375000000000000000e+01,4.521267297907681335e-45,6.603572823352202840e-46
1.896551724137930961e+01,1.375000000000000000e+01,4.558892629425301068e-45,6.687527229960524993e-46
1.948275862068965836e+01,1.375000000000000000e+01,4.583242387344325511e-45,6.754325478315892920e-46
2.000000000000000000e+01,1.375000000000000000e+01,4.599547206285499456e-45,6.811038526397058937e-46
5.000000000000000000e+00,1.450000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.517241379310345195e+00,1.450000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.034482758620689502e+00,1.450000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.551724137931034697e+00,1.450000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.068965517241379004e+00,1.450000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.586206896551724199e+00,1.450000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.103448275862069394e+00,1.450000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.620689655172414589e+00,1.450000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.137931034482758008e+00,1.450000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.655172413793103203e+00,1.450000000000000000e+01,7.659871857847995542e-49,1.112437996664382722e-49
1.017241379310344840e+01,1.450000000000000000e+01,3.777397985670829074e-48,5.470596267347737691e-49
1.068965517241379359e+01,1.450000000000000000e+01,1.445231990464489460e-47,2.087875093643167531e-48
1.120689655172413879e+01,1.450000000000000000e+01,4.453426026703577614e-47,6.419663484317336534e-48
1.172413793103448398e+01,1.450000000000000000e+01,1.140097777890099313e-46,1.640325381758108845e-47
1.224137931034482918e+01,1.450000000000000000e+01,2.488951743663500618e-46,3.575112762770828218e-47
1.275862068965517260e+01,1.450000000000000000e+01,4.737774083220778694e-46,6.795930649393898466e-47
1.327586206896551779e+01,1.450000000000000000e+01,8.015869076971553023e-46,1.148541788022351662e-46
1.379310344827586299e+01,1.450000000000000000e+01,1.225834577594872267e-45,1.755003769824156777e-46
1.431034482758620818e+01,1.450000000000000000e+01,1.719749531408050412e-45,2.460943137711634860e-46
1.482758620689655160e+01,1.450000000000000000e+01,2.242917571207258480e-45,3.209187002146221139e-46
1.534482758620689680e+01,1.450000000000000000e+01,2.752092326795012297e-45,3.938784986754341066e-46
1.586206896551724199e+01,1.450000000000000000e+01,3.211383659460850913e-45,4.599375180972380292e-46
1.637931034482758719e+01,1.450000000000000000e+01,3.598331344766080585e-45,5.159655871060383772e-46
1.689655172413793238e+01,1.450000000000000000e+01,3.904952820999131932e-45,5.608738313874700211e-46
1.741379310344827758e+01,1.450000000000000000e+01,4.134993183768974217e-45,5.952167727284698563e-46
1.793103448275861922e+01,1.450000000000000000e+01,4.299470404718417367e-45,6.205591048623605033e-46
1.844827586206896797e+01,1.450000000000000000e+01,4.412340676051835806e-45,6.388643623096525978e-46
1.896551724137930961e+01,1.450000000000000000e+01,4.487310544873964790e-45,6.520485372683944588e-46
1.948275862068965836e+01,1.450000000000000000e+01,4.536043986640921620e-45,6.617316434185331848e-46
2.000000000000000000e+01,1.450000000000000000e+01,4.567525186661497320e-45,6.691520169695388920e-46
5.000000000000000000e+00,1.550000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
5.517241379310345195e+00,1.550000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.034482758620689502e+00,1.550000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.551724137931034697e+00,1.550000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.068965517241379004e+00,1.550000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.586206896551724199e+00,1.550000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.103448275862069394e+00,1.550000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.620689655172414589e+00,1.550000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.137931034482758008e+00,1.550000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.655172413793103203e+00,1.550000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.017241379310344840e+01,1.550000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
