E,lambda_eff,lambda_B,lambda_hep
9.98,0.07784611726907102,0.0778192,0.09714593582887701
10.0,0.07733608855132575,0.0773085,0.09711721989528796
10.02,0.07682965184541878,0.0768014,0.09708636842105264
10.04,0.07632181428026046,0.0762929,0.0970535
10.06,0.07581257624596603,0.075783,0.0970188947368421
10.08,0.07530143979500598,0.0752712,0.09698352631578948
10.1,0.07478880294088208,0.0747579,0.09694636842105263
10.12,0.07427925652403766,0.0742477,0.09690544444444445
10.14,0.073768512446358,0.0737363,0.096865
10.16,0.07325646705982118,0.0732236,0.09682231578947369
10.18,0.07274242379905735,0.0727089,0.09677915789473684
10.2,0.072227978309897,0.0721938,0.096734
10.22,0.07171622253639359,0.0716814,0.09668415789473683
10.24,0.0712032699735404,0.0711678,0.09663542105263158
10.26,0.07068911629648895,0.070653,0.09658468421052632
10.28,0.07017286298676459,0.0701361,0.09653211111111112
10.3,0.06965760452957458,0.0696202,0.09647684210526315
10.32,0.06914424358091352,0.0691062,0.09642168421052631
10.34,0.06862998168664998,0.0685913,0.09636494736842105
10.36,0.06811451838497812,0.0680752,0.096306
10.38,0.06759675426720492,0.0675568,0.09624416666666667
10.4,0.06708148473726257,0.0670409,0.09618094736842105
10.42,0.06656741362154245,0.0665262,0.09611778947368421
10.44,0.0660525414209451,0.0660107,0.09605305263157896
10.46,0.06553646781293941,0.065494,0.0959861052631579
10.48,0.0650177914935551,0.0649747,0.0959146111111111
10.5,0.06450371139013199,0.06446,0.095845
10.52,0.06398972826012943,0.0639454,0.09577331578947369
10.54,0.06347494288869879,0.06343,0.09569922222222223
10.56,0.06295905417874575,0.0629135,0.09562163157894736
10.58,0.06244076985391217,0.0623946,0.09554478947368421
10.6,0.06192807685006063,0.0618813,0.09546731578947369
10.62,0.061414881463877295,0.0613675,0.09538763157894736
10.64,0.060901081879903195,0.0608531,0.09530433333333332
10.66,0.06038618158000784,0.0603376,0.09521942105263158
10.68,0.059869784199996064,0.0598206,0.0951351052631579
10.7,0.05935867723934537,0.0593089,0.0950492105263158
10.72,0.058847168343508255,0.0587968,0.09496152631578948
10.74,0.058335053384738524,0.0582841,0.09486888888888889
10.76,0.05782194049472873,0.0577704,0.09477673684210526
10.78,0.05730852757458344,0.0572564,0.09468426315789473
10.8,0.056799606847720174,0.0567469,0.09459068421052631
10.82,0.056290576584199475,0.0562373,0.09449015789473685
10.84,0.055780951994293566,0.0557271,0.09439310526315789
10.86,0.05527032593833732,0.0552159,0.094294
10.88,0.05476059708955522,0.0547056,0.0941937894736842
10.9,0.054254758907733805,0.0541992,0.09409077777777777
10.92,0.053748914820987446,0.0536928,0.09398352631578948
10.94,0.05324257449303124,0.0531859,0.09387847368421054
10.96,0.052735033417389374,0.0526778,0.09377168421052631
10.98,0.052229983125992224,0.0521722,0.09366077777777777
11.0,0.0517281267244231,0.0516698,0.09354868421052631
11.02,0.05122607087832415,0.0511672,0.09343678947368421
11.04,0.050723914145264754,0.0506645,0.09332415789473684
11.06,0.050219957720075925,0.05016,0.09320994736842106
11.08,0.049720584577026494,0.0496601,0.09308833333333334
11.1,0.04922341411196234,0.0491624,0.09297084210526317
11.12,0.04872624037271911,0.0486647,0.092851
11.14,0.048228866545512866,0.0481668,0.0927308947368421
11.16,0.04772919203659322,0.0476666,0.092608
11.18,0.04723679878422008,0.0471737,0.09247894736842106
11.2,0.04674500960746688,0.0466814,0.09235342105263158
11.22,0.04625341861281127,0.0461893,0.0922267894736842
11.24,0.04576162233793105,0.045697,0.09209616666666667
11.26,0.04526822372225714,0.0452031,0.09196226315789474
11.28,0.04478221803777722,0.0447166,0.09183068421052633
11.3,0.044296710190873057,0.0442306,0.09169805263157894
11.32,0.04381139942652874,0.0437448,0.09156352631578947
11.34,0.04332588035212247,0.0432588,0.09142283333333333
11.36,0.04283996383841744,0.0427724,0.09128357894736844
11.38,0.04236083857483536,0.0422928,0.09114484210526315
11.4,0.041882209829383746,0.0418137,0.09100410526315789
11.42,0.04140398008701789,0.041335,0.09086305263157896
11.44,0.04092533668106298,0.0408559,0.0907117894736842
11.46,0.040447701411687395,0.0403778,0.09056736842105262
11.48,0.039976154787752,0.0399058,0.0904208947368421
11.5,0.03950540290395382,0.0394346,0.09027144444444445
11.52,0.03903494247389667,0.0389637,0.09011615789473684
11.54,0.03856398980983392,0.0384923,0.08996594736842106
11.56,0.038095630445921166,0.0380235,0.08981352631578947
11.58,0.037632561281461946,0.03756,0.08965936842105263
11.6,0.03717018434937939,0.0370972,0.08950033333333333
11.62,0.036708305279306776,0.0366349,0.08934026315789476
11.64,0.036245630353269755,0.0361718,0.08918236842105264
11.66,0.03578754696812234,0.0357133,0.089023
11.68,0.0353336464081953,0.035259,0.0888555
11.7,0.034880549352128545,0.0348055,0.08869131578947369
11.72,0.034427851848916446,0.0343524,0.08852721052631579
11.74,0.03397385461692365,0.033898,0.088362
11.76,0.033527144880336014,0.0334509,0.08819511111111111
11.78,0.03308311817258687,0.0330065,0.08801873684210526
11.8,0.03264000070176927,0.032563,0.0878498947368421
11.82,0.03219727959514685,0.0321199,0.08767884210526315
11.84,0.03175285865712022,0.0316751,0.08750621052631578
11.86,0.031318218311845114,0.0312401,0.08732944444444445
11.88,0.03088477102563616,0.0308063,0.0871488947368421
11.9,0.03045222838273439,0.0303734,0.08697257894736843
11.92,0.03002008283705297,0.0299409,0.08679457894736843
11.94,0.02958742743218308,0.0295079,0.086609
11.96,0.029164061640346604,0.0290842,0.08642526315789473
11.98,0.028741896816103334,0.0286617,0.08624342105263158
12.0,0.028320828920484632,0.0282403,0.08606047368421052
12.02,0.02789995796082074,0.0278191,0.08587552631578949
12.04,0.027479971013877988,0.0273988,0.08568
12.06,0.02706858337789159,0.0269871,0.0854925789473684
12.08,0.02665849224537515,0.0265767,0.08530394736842105
12.1,0.026249396861312755,0.0261673,0.08511326315789473
12.12,0.025840397127153244,0.025758,0.08491955555555555
12.14,0.025433985040705223,0.0253513,0.08471957894736842
12.16,0.025035269527771794,0.0249523,0.08452484210526316
12.18,0.02463785161784607,0.0245546,0.08432968421052632
12.2,0.02424152308638571,0.024158,0.08412800000000001
12.22,0.0238446936386439,0.0237609,0.08392515789473684
12.24,0.023452862358339165,0.0233688,0.083726
12.26,0.023067419085742735,0.0229831,0.08352463157894736
12.28,0.02268337283706413,0.0225988,0.08332252631578949
12.3,0.0223003123066119,0.0222155,0.08311116666666667
12.32,0.021916259741699792,0.0218312,0.08290452631578947
12.34,0.021539998231437256,0.0214547,0.08269926315789473
12.36,0.021168527250489583,0.021083,0.082492
12.38,0.02079843804653631,0.0207127,0.08227305263157894
12.4,0.020429160702930202,0.0203432,0.08206342105263158
12.42,0.02005768488401644,0.0199715,0.08185268421052631
12.44,0.019698390167713926,0.019612,0.08164057894736844
12.46,0.01934138508887899,0.0192548,0.08142333333333332
12.48,0.018985771927219904,0.018899,0.0812016842105263
12.5,0.0186308652919282,0.0185439,0.08098542105263158
12.52,0.01827445993943054,0.0181873,0.08076857894736843
12.54,0.017931034868555937,0.0178437,0.08055057894736843
12.56,0.01758919515672537,0.0175017,0.08032366666666667
12.58,0.017248756989134483,0.0171611,0.08009926315789474
12.6,0.016908721831833607,0.0168209,0.07987742105263158
12.62,0.01656898471735554,0.016481,0.07965447368421052
12.64,0.016241113428429807,0.016153,0.07941888888888889
12.66,0.015914953275785276,0.0158267,0.079193
12.68,0.015590090571398697,0.0155017,0.07896657894736843
12.7,0.01526522508151649,0.0151767,0.07873815789473686
12.72,0.014942853226532432,0.0148542,0.07850766666666667
12.74,0.01463125369740498,0.0145425,0.07826810526315789
12.76,0.014321263057429357,0.0142324,0.07803652631578947
12.78,0.014012369859195914,0.0139234,0.0778042105263158
12.8,0.013702975451470943,0.0136139,0.07757052631578946
12.82,0.013398764272130196,0.0133096,0.07733
12.84,0.013103838527579419,0.0130146,0.0770883157894737
12.86,0.012810417144528378,0.0127211,0.07685126315789476
12.88,0.012517993195889254,0.0124286,0.07661336842105262
12.9,0.012223956424196578,0.0121345,0.07636466666666666
12.92,0.011939015383854024,0.0118495,0.07612200000000001
12.94,0.0116611656767106,0.0115716,0.0758802105263158
12.96,0.011384813440630356,0.0112952,0.07563810526315788
12.98,0.011109158836878831,0.0110195,0.075395
13.0,0.010830289851173566,0.0107406,0.07513836842105262
13.02,0.010565915037918238,0.0104762,0.07489205263157894
13.04,0.010305534360461591,0.0102158,0.07464552631578948
13.06,0.010046445527692745,0.0099567,0.07439444444444443
13.08,0.009787547115099464,0.0096978,0.07413668421052631
13.1,0.009525164531777385,0.0094354,0.07388678947368423
13.12,0.009281055581540118,0.0091913,0.07363626315789476
13.14,0.009038443076130801,0.0089487,0.07338468421052631
13.16,0.008797015831214361,0.0087073,0.07312372222222221
13.18,0.008555392130881828,0.0084657,0.0728651052631579
13.2,0.008312476084960966,0.0082228,0.07261068421052633
13.22,0.008086633584161894,0.007997,0.07235436842105263
13.24,0.007862188400490718,0.0077726,0.07209752631578947
13.26,0.0076385238950906625,0.007549,0.0718276111111111
13.28,0.007414076247640459,0.0073246,0.071569
13.3,0.007191124576696572,0.0071017,0.07130899999999998
13.32,0.006983748857640435,0.0068944,0.07104733333333332
13.34,0.0067775546321422984,0.0066883,0.07077357894736842
13.36,0.006571875568047991,0.0064827,0.0705112105263158
13.38,0.006364397471546903,0.0062753,0.07024773684210527
13.4,0.00616231082797239,0.0060733,0.06998352631578948
13.42,0.005973496245550944,0.0058846,0.06971255555555556
13.44,0.005785576589780885,0.0056968,0.06943884210526316
13.46,0.005597766291484294,0.0055091,0.06917194736842104
13.48,0.005406659049902641,0.0053181,0.06890394736842105
13.5,0.005226336180224469,0.0051379,0.06863552631578948
13.52,0.005056082538964339,0.0049678,0.0683551111111111
13.54,0.004886637369846172,0.0047985,0.06808157894736842
13.56,0.004716695837347298,0.0046287,0.06781015789473682
13.58,0.004541161884328629,0.0044533,0.06753857894736842
13.6,0.00438388059987505,0.0042962,0.0672513157894737
13.62,0.0042322104280829755,0.0041447,0.06697763157894739
13.64,0.004080939259376676,0.0039936,0.06670363157894736
13.66,0.003928666991132628,0.0038415,0.06642784210526316
13.68,0.003768999307553752,0.003682,0.06614794444444445
13.7,0.0036346860672753383,0.0035479,0.06586073684210528
13.72,0.003501184683271733,0.0034146,0.06558284210526315
13.74,0.0033677825002706983,0.0032814,0.06530447368421052
13.76,0.0032327701738303232,0.0031466,0.06501722222222223
13.78,0.0030936649911274187,0.0030077,0.06473100000000001
13.8,0.002977335766828044,0.0028916,0.06445031578947368
13.82,0.002861504306801915,0.002776,0.06416852631578947
13.84,0.002745472685510251,0.0026602,0.06388642105263156
13.86,0.002626925845801686,0.0025419,0.0635908888888889
13.88,0.0025084925906783758,0.0024237,0.06330521052631578
13.9,0.002409234639122781,0.0023247,0.063021
13.92,0.0023102747303899956,0.002226,0.06273568421052632
13.94,0.0022108119099183594,0.0021268,0.06244777777777779
13.96,0.0021079383172346866,0.0020242,0.06214873684210524
13.98,0.0020096753078054533,0.0019262,0.061861894736842095
14.0,0.0019264890688087373,0.0018433,0.061573473684210525
14.02,0.0018432950190216517,0.0017604,0.061279444444444456
14.04,0.0017591970996761667,0.0016766,0.06098173684210528
14.06,0.0016709164976429706,0.0015886,0.06069226315789474
14.08,0.0015921210518501814,0.0015101,0.060401631578947367
14.1,0.001523510960214594,0.0014418,0.06011068421052631
14.12,0.001454686116040323,0.0013733,0.059808944444444456
14.14,0.0013848700763127567,0.0013038,0.05951252631578947
14.16,0.0013093672489565555,0.0012286,0.0592198947368421
14.18,0.0012489421449655871,0.0011685,0.05892636842105264
14.2,0.0011932102751523446,0.0011131,0.05863268421052634
14.22,0.0011372567664362288,0.0010575,0.05832326315789472
14.24,0.0010800253730893438,0.0010006,0.05802842105263157
14.26,0.0010163017131579507,0.0009372,0.05773263157894737
14.28,0.0009717467351336151,0.000893,0.057433555555555564
14.3,0.000927179434141782,0.0008488,0.057125631578947365
14.32,0.0008824268930188842,0.0008044,0.0568281052631579
14.34,0.0008361768075302894,0.0007585,0.05653084210526317
14.36,0.0007867302992045003,0.0007094,0.05623294736842106
14.38,0.0007517512975020876,0.0006748,0.055926222222222204
14.4,0.0007166740151509232,0.0006401,0.055620631578947366
14.42,0.0006813054500979166,0.0006051,0.055321
14.44,0.0006444384610490149,0.0005686,0.055021000000000014
14.46,0.0006071546197515677,0.0005317,0.05470849999999998
14.48,0.0005799693930365585,0.0005049,0.05440510526315788
14.5,0.0005526875675583155,0.000478,0.054104052631578935
14.52,0.0005250062991791979,0.0004507,0.053803
14.54,0.0004957246243783498,0.0004218,0.053500055555555565
14.56,0.00046832138316267244,0.0003948,0.05318352631578947
14.58,0.00044742771199776145,0.0003743,0.05288036842105264
14.6,0.0004263343193824133,0.0003536,0.0525772105263158
14.62,0.0004049413445914092,0.0003326,0.052274052631578964
14.64,0.00038184198596568947,0.0003099,0.05196461111111109
14.66,0.0003622320921394028,0.0002907,0.051651105263157894
14.68,0.00034623013045987467,0.0002751,0.05134689473684211
14.7,0.0003301275017274464,0.0002594,0.05104210526315791
14.72,0.000313611527050179,0.0002433,0.05072733333333333
14.74,0.00029520482025441547,0.0002253,0.05041731578947367
14.76,0.00028159695039205683,0.0002121,0.05011126315789473
14.78,0.00026938793701044054,0.0002003,0.04980578947368421
14.8,0.0002570781099708911,0.0001884,0.04949963157894735
14.82,0.00024434728909061344,0.0001761,0.049178
14.84,0.00022984030618870453,0.000162,0.048871684210526324
14.86,0.00022062579511835013,0.0001532,0.04856526315789476
14.88,0.00021140639721356174,0.0001444,0.04825533333333333
14.9,0.00020207286902700766,0.0001355,0.04793515789473683
14.92,0.00019235773488526293,0.0001262,0.04762778947368421
14.94,0.00018184371494176914,0.0001161,0.04732042105263158
14.96,0.00017492468110614611,0.0001096,0.047013052631578935
14.98,0.00016789438800398737,0.000103,0.0466975
15.0,0.00016076423417660994,9.63e-05,0.04638194736842105
15.02,0.00015334501708469565,8.93e-05,0.04607394736842105
15.04,0.00014582535284743067,8.22e-05,0.04576552631578948
15.06,0.0001405036508002067,7.73e-05,0.04545784210526314
15.08,0.0001352632517244386,7.25e-05,0.045136833333333334
15.1,0.00012983583696776142,6.75e-05,0.04482494736842106
15.12,0.0001241135191793988,6.22e-05,0.044516421052631594
15.14,0.00011889065162216237,5.74e-05,0.044208
15.16,0.00011484463513021242,5.38e-05,0.04388415789473683
15.18,0.00011082009627559961,5.02e-05,0.043575736842105264
15.2,0.00010679526421092074,4.66e-05,0.0432671052631579
15.22,0.00010237018291768573,4.26e-05,0.04295789473684209
15.24,9.863806702628311e-05,3.93e-05,0.04264433333333333
15.26,9.569709130405178e-05,3.68e-05,0.042325210526315805
15.28,9.267035337394369e-05,3.42e-05,0.0420162105263158
15.3,8.954456104629851e-05,3.15e-05,0.04170778947368419
15.32,8.611918654299749e-05,2.85e-05,0.041399368421052615
15.34,8.357824014177278e-05,2.64e-05,0.04108066666666667
15.36,8.134403512864965e-05,2.46e-05,0.0407671052631579
15.38,7.911698932797219e-05,2.28e-05,0.040458684210526306
15.4,7.679008280207614e-05,2.09e-05,0.04015026315789474
15.42,7.414330966526133e-05,1.87e-05,0.03982727777777777
15.44,7.241576703641647e-05,1.74e-05,0.039519
15.46,7.078795888956732e-05,1.62e-05,0.039210631578947344
15.48,6.906168276531325e-05,1.49e-05,0.03890326315789473
15.5,6.723174640206816e-05,1.35e-05,0.03859316666666667
15.52,6.53869784963161e-05,1.21e-05,0.038272421052631594
15.54,6.406117150816769e-05,1.12e-05,0.03796578947368424
15.56,6.27343382847881e-05,1.03e-05,0.03765842105263158
15.58,6.14984717479574e-05,9.5e-06,0.03734466666666666
15.6,6.006139327618715e-05,8.5e-06,0.03702984210526317
15.62,5.873602610313778e-05,7.6e-06,0.03672352631578949
15.64,5.771024110574428e-05,7e-06,0.03641721052631579
15.66,5.6684456108350797e-05,6.4e-06,0.03611089473684211
15.68,5.564316355635365e-05,5.8e-06,0.03579344444444444
15.7,5.461412066933756e-05,5.2e-06,0.03548478947368421
15.72,5.358980172227422e-05,4.6e-06,0.03517952631578945
15.74,5.2766523670945375e-05,4.2e-06,0.034875210526315786
15.76,5.19433922246495e-05,3.8e-06,0.034571
15.78,5.109907635108261e-05,3.4e-06,0.03425157894736844
15.8,5.0276164812336255e-05,3e-06,0.03394752631578948
15.82,4.955436014158921e-05,2.7e-06,0.03364436842105264
15.84,4.8826691269521466e-05,2.4e-06,0.03333700000000001
15.86,4.819001351817475e-05,2.2e-06,0.03302326315789474
15.88,4.746967489775786e-05,1.9e-06,0.032721157894736834
15.9,4.674999599998958e-05,1.6e-06,0.03241952631578947
15.92,4.6230844880340165e-05,1.5e-06,0.03211847368421053
15.94,4.559902138453116e-05,1.3e-06,0.031808222222222224
15.96,4.5072670328815714e-05,1.2e-06,0.03150199999999998
15.98,4.4455124534277835e-05,1e-06,0.031201999999999983
16.0,4.393853900270626e-05,9e-07,0.030902789473684224
