E,flux_spectrum,lambda_B,lambda_hep
13.825,14927.104740000028,0.002747050000000005,0.064098
13.844,14344.815400000012,0.0026365400000000023,0.06383
13.862,13783.780679999983,0.002530079999999997,0.063561
13.881,13197.170580000013,0.0024187500000000025,0.063291
13.9,12701.28048,0.0023247,0.063021
13.919,12206.878749999985,0.0022309349999999973,0.06275
13.938,11710.10663999997,0.0021367199999999947,0.062478
13.956,11224.963280000029,0.0020447200000000055,0.062206
13.975,10729.214920000022,0.0019507000000000044,0.061934
13.994,10293.773300000008,0.0018681700000000015,0.06166
14.013,9878.150429999996,0.0017894149999999993,0.061386
14.031,9481.690059999974,0.001714309999999995,0.061112
14.05,9050.54555999998,0.001632599999999996,0.060837
14.069,8631.922309999989,0.0015532749999999978,0.060562
14.088,8259.640800000012,0.0014827800000000023,0.060285
14.107,7916.452170000003,0.0014178250000000006,0.060009
14.125,7589.294409999992,0.0013559249999999985,0.059732
14.144,7234.487520000006,0.0012887600000000012,0.059454
14.163,6869.128129999998,0.0012195849999999996,0.059176
14.182,6569.64835999999,0.001162959999999998,0.058897
14.201,6291.089839999982,0.0011103199999999967,0.058618
14.219,6026.173440000018,0.0010602800000000033,0.058338
14.238,5740.51954000001,0.001006290000000002,0.058058
14.257,5425.510260000003,0.0009467100000000006,0.057777
14.276,5187.728479999996,0.0009018399999999992,0.057496
14.294,4976.669199999998,0.0008620599999999997,0.057215
14.313,4753.309159999999,0.0008199399999999997,0.056932
14.332,4524.916999999991,0.0007768599999999984,0.05665
14.351,4284.520709999983,0.0007314949999999969,0.056367
14.37,4075.4669200000085,0.0006921000000000016,0.056084
14.388,3909.534000000007,0.0006609200000000013,0.0558
14.407,3733.678580000002,0.0006278500000000003,0.055516
14.426,3554.5077799999967,0.0005941499999999993,0.055231
14.445,3369.6932299999958,0.0005593749999999992,0.054946
14.463,3201.0486800000117,0.0005276800000000022,0.054661
14.482,3065.077500000007,0.0005022100000000014,0.054375
14.501,2928.555070000004,0.00047663500000000075,0.054089
14.52,2790.14264,0.0004507,0.053803
14.539,2643.742329999996,0.00042324499999999923,0.053516
14.557,2513.407019999999,0.00039884999999999986,0.053229
14.576,2403.775079999998,0.0003783999999999996,0.052941
14.595,2298.4743899999953,0.00035877499999999906,0.052653
14.614,2191.8611999999926,0.00033889999999999853,0.052365
14.633,2079.053010000006,0.0003178450000000011,0.052077
14.651,1979.6244400000028,0.00029934000000000053,0.051788
14.67,1891.03712,0.0002829,0.051499
14.689,1810.7185499999978,0.0002680349999999996,0.05121
14.708,1729.2895999999987,0.0002529599999999997,0.05092
14.726,1647.9472799999983,0.00023789999999999968,0.050631
14.745,1562.187080000003,0.0002220000000000006,0.050341
14.764,1495.5290000000011,0.00020974000000000022,0.05005
14.783,1434.3125500000003,0.00019851500000000005,0.04976
14.802,1372.4582200000034,0.00018717000000000066,0.049469
14.82,1312.04764,0.0001761,0.049178
14.839,1239.430809999998,0.00016270499999999964,0.048887
14.858,1191.8564799999976,0.00015407999999999953,0.048596
14.877,1145.6655199999998,0.00014571999999999998,0.048304
14.895,1101.3908100000021,0.00013772500000000038,0.048012
14.914,1053.2311000000009,0.00012899000000000016,0.04772
14.933,1001.8163899999995,0.00011963499999999991,0.047428
14.952,960.4816800000006,0.00011220000000000011,0.047136
14.971,925.4732200000009,0.00010597000000000017,0.046844
14.989,891.7431299999992,9.998499999999982e-05,0.046551
15.008,855.3959200000013,9.350000000000025e-05,0.046259
15.027,817.9908300000004,8.681500000000007e-05,0.045966
15.046,783.7357400000003,8.073000000000005e-05,0.045673
15.065,757.1272800000011,7.610000000000021e-05,0.045381
15.083,731.9809399999998,7.174999999999996e-05,0.045088
15.102,704.569219999999,6.696999999999981e-05,0.044794
15.121,675.9578799999985,6.195999999999971e-05,0.044501
15.14,649.70904,5.74e-05,0.044208
15.158,630.3902000000007,5.4160000000000125e-05,0.043915
15.177,610.1263600000002,5.074000000000003e-05,0.043622
15.196,589.8625199999997,4.731999999999994e-05,0.043329
15.215,568.0158000000005,4.360000000000009e-05,0.043035
15.234,548.3294600000003,4.0290000000000056e-05,0.042742
15.252,532.9481199999996,3.779999999999991e-05,0.042449
15.271,517.8738999999991,3.536999999999984e-05,0.042155
15.29,502.3350600000007,3.285000000000012e-05,0.041862
15.309,485.851220000001,3.0150000000000187e-05,0.041569
15.328,470.46988000000044,2.7660000000000077e-05,0.041276
15.346,458.7110399999998,2.585999999999997e-05,0.040983
15.365,447.42469999999975,2.414999999999996e-05,0.04069
15.384,436.0333600000002,2.2420000000000033e-05,0.040397
15.403,424.0120199999999,2.056999999999998e-05,0.040104
15.421,411.54443000000015,1.8635000000000034e-05,0.039811
15.44,402.75972,1.74e-05,0.039519
15.459,394.4658800000003,1.626000000000007e-05,0.039226
15.478,385.7074200000003,1.5030000000000046e-05,0.038934
15.497,376.4764600000001,1.3710000000000013e-05,0.038642
15.515,367.5526199999997,1.2449999999999937e-05,0.038349
15.534,360.1145399999997,1.1469999999999936e-05,0.038058
15.553,353.32482999999985,1.0614999999999964e-05,0.037766
15.572,346.85012000000023,9.820000000000043e-06,0.037474
15.59,340.25204,9e-06,0.037183
15.609,333.20770999999985,8.094999999999976e-06,0.036892
15.628,327.05587999999995,7.35999999999999e-06,0.036601
15.647,321.7703000000001,6.790000000000005e-06,0.03631
15.666,316.4847199999999,6.2199999999999896e-06,0.036019
15.684,311.36452,5.680000000000011e-06,0.035729
15.703,306.08682,5.110000000000003e-06,0.035439
15.722,300.9141200000001,4.5600000000000216e-06,0.035149
15.741,296.64180000000005,4.18000000000001e-06,0.03486
15.76,292.36947999999995,3.8e-06,0.034571
15.778,288.2021599999999,3.439999999999979e-06,0.034282
15.797,283.92984,3.0599999999999982e-06,0.033993
15.816,280.08539999999994,2.7599999999999948e-06,0.033705
15.835,276.31970999999993,2.4749999999999865e-06,0.033417
15.853,272.97402,2.269999999999998e-06,0.033129
